Date,Futures,Spot,Rate
1996-06-20,0.515,0.513,5.46875
1996-06-19,0.511,0.509,5.43750
1996-06-18,0.525,0.523,5.44922
1996-06-17,0.5329999999999999,0.532,5.46484
1996-06-14,0.516,0.514,5.48438
1996-06-13,0.51,0.506,5.49609
1996-06-12,0.509,0.507,5.48047
1996-06-11,0.508,0.507,5.48438
1996-06-10,0.514,0.51,5.48047
1996-06-07,0.518,0.514,5.43750
1996-06-06,0.51,0.507,5.45313
1996-06-05,0.509,0.506,5.45703
1996-06-04,0.515,0.511,5.45703
1996-06-03,0.513,0.511,5.46484
1996-05-31,0.509,0.506,5.43750
1996-05-30,0.521,0.52,5.43750
1996-05-29,0.541,0.539,5.42969
1996-05-28,0.542,0.542,5.43359
1996-05-24,0.545,0.544,5.42969
1996-05-23,0.544,0.5429999999999999,5.43359
1996-05-22,0.55,0.55,5.43750
1996-05-21,0.541,0.539,5.43750
1996-05-20,0.552,0.5589999999999999,5.43750
1996-05-17,0.529,0.54,5.43750
1996-05-16,0.53,0.541,5.42578
1996-05-15,0.5479999999999999,0.579,5.41797
1996-05-14,0.5529999999999999,0.581,5.42969
1996-05-13,0.562,0.623,5.42969
1996-05-10,0.55,0.621,5.43750
1996-05-09,0.546,0.618,5.43750
1996-05-08,0.5489999999999999,0.617,5.43750
1996-05-07,0.5479999999999999,0.618,5.43750
1996-05-06,0.546,0.621,.
1996-05-03,0.547,0.625,5.43750
1996-05-02,0.539,0.618,5.43750
1996-05-01,0.542,0.626,5.43750
1996-04-30,0.618,0.6409999999999999,5.43750
1996-04-29,0.623,0.653,5.43750
1996-04-26,0.593,0.621,5.43359
1996-04-25,0.588,0.62,5.43750
1996-04-24,0.5820000000000001,0.607,5.43750
1996-04-23,0.573,0.602,5.43750
1996-04-22,0.551,0.588,5.43750
1996-04-19,0.557,0.595,5.44141
1996-04-18,0.5539999999999999,0.612,5.44531
1996-04-17,0.581,0.6459999999999999,5.46484
1996-04-16,0.595,0.6859999999999999,5.47656
1996-04-15,0.626,0.774,5.48828
1996-04-12,0.62,0.7829999999999999,5.50000
1996-04-11,0.64,0.8,5.50000
1996-04-10,0.625,0.785,5.50000
1996-04-09,0.606,0.747,5.50000
1996-04-08,0.602,0.726,.
1996-04-04,0.596,0.708,5.43750
1996-04-03,0.5820000000000001,0.665,5.43750
1996-04-02,0.597,0.685,5.43750
1996-04-01,0.58,0.6559999999999999,5.43750
1996-03-29,0.628,0.644,5.43750
1996-03-28,0.635,0.6679999999999999,5.43750
1996-03-27,0.659,0.6970000000000001,5.42188
1996-03-26,0.649,0.7070000000000001,5.41016
1996-03-25,0.632,0.6779999999999999,5.41016
